Attribute,Type,Player,Value
PrgP,Lowest,Daniel Bentley,0.0
PrgP,Lowest,Dean Henderson,0.0
Pass Types Pass Types Live,Highest,Rodri,3572.0
Pass Types Pass Types Live,Highest,Lewis Dunk,3005.0
Pass Types Pass Types Live,Highest,Pascal Groß,2903.0
Pass Types Pass Types Live,Lowest,Leon Chiwome,18.0
Pass Types Pass Types Live,Lowest,Neal Maupay,23.0
Pass Types Pass Types Live,Lowest,Alex Iwobi,34.0
Pass Types Pass Types Dead,Highest,Jordan Pickford,496.0
Pass Types Pass Types Dead,Highest,Thomas Kaminski,493.0
Pass Types Pass Types Dead,Highest,Alfie Doughty,489.0
Pass Types Pass Types Dead,Lowest,Calum Chambers,0.0
Pass Types Pass Types Dead,Lowest,Carney Chukwuemeka,0.0
Pass Types Pass Types Dead,Lowest,Cheikhou Kouyaté,0.0
Pass Types Pass Types FK,Highest,Jordan Pickford,223.0
Pass Types Pass Types FK,Highest,Mark Flekken,166.0
Pass Types Pass Types FK,Highest,Thomas Kaminski,152.0
Pass Types Pass Types FK,Lowest,Abdoulaye Doucouré,0.0
Pass Types Pass Types FK,Lowest,Adama Traoré,0.0
Pass Types Pass Types FK,Lowest,Alex Iwobi,0.0
Pass Types Pass Types TB,Highest,Martin Ødegaard,39.0
Pass Types Pass Types TB,Highest,Bruno Fernandes,30.0
Pass Types Pass Types TB,Highest,Lucas Paquetá,30.0
Pass Types Pass Types TB,Lowest,Aaron Cresswell,0.0
Pass Types Pass Types TB,Lowest,Aaron Ramsdale,0.0
Pass Types Pass Types TB,Lowest,Aaron Wan-Bissaka,0.0
Pass Types Pass Types Sw,Highest,Fabian Schär,41.0
Pass Types Pass Types Sw,Highest,Rodri,36.0
Pass Types Pass Types Sw,Highest,Trent Alexander-Arnold,32.0
Pass Types Pass Types Sw,Lowest,Aaron Ramsdale,0.0
Pass Types Pass Types Sw,Lowest,Aaron Ramsey,0.0
Pass Types Pass Types Sw,Lowest,Adam Lallana,0.0
Pass Types Pass Types Crs,Highest,Alfie Doughty,340.0
Pass Types Pass Types Crs,Highest,Pascal Groß,238.0
Pass Types Pass Types Crs,Highest,Dwight McNeil,229.0
Pass Types Pass Types Crs,Lowest,Aaron Ramsdale,0.0
Pass Types Pass Types Crs,Lowest,Alisson,0.0
Pass Types Pass Types Crs,Lowest,Alphonse Areola,0.0
Pass Types Pass Types TI,Highest,Tyrick Mitchell,347.0
Pass Types Pass Types TI,Highest,Vladimír Coufal,319.0
Pass Types Pass Types TI,Highest,Pedro Porro,295.0
Pass Types Pass Types TI,Lowest,Aaron Ramsdale,0.0
Pass Types Pass Types TI,Lowest,Abdoulaye Doucouré,0.0
Pass Types Pass Types TI,Lowest,Adam Lallana,0.0
Pass Types Pass Types CK,Highest,Alfie Doughty,151.0
Pass Types Pass Types CK,Highest,Bruno Fernandes,151.0
Pass Types Pass Types CK,Highest,Andreas Pereira,148.0
Pass Types Pass Types CK,Lowest,Aaron Hickey,0.0
Pass Types Pass Types CK,Lowest,Aaron Ramsdale,0.0
Pass Types Pass Types CK,Lowest,Aaron Ramsey,0.0
Pass Types Corner Kicks In,Highest,Bukayo Saka,99.0
Pass Types Corner Kicks In,Highest,Lewis Cook,81.0
Pass Types Corner Kicks In,Highest,Alfie Doughty,66.0
Pass Types Corner Kicks In,Lowest,Aaron Hickey,0.0
Pass Types Corner Kicks In,Lowest,Aaron Ramsdale,0.0
Pass Types Corner Kicks In,Lowest,Aaron Ramsey,0.0
Pass Types Corner Kicks Out,Highest,Alfie Doughty,80.0
Pass Types Corner Kicks Out,Highest,Andreas Pereira,74.0
Pass Types Corner Kicks Out,Highest,Pascal Groß,57.0
Pass Types Corner Kicks Out,Lowest,Aaron Hickey,0.0
Pass Types Corner Kicks Out,Lowest,Aaron Ramsdale,0.0
Pass Types Corner Kicks Out,Lowest,Aaron Ramsey,0.0
Pass Types Corner Kicks Str,Highest,Pablo Sarabia,10.0
Pass Types Corner Kicks Str,Highest,Bruno Fernandes,8.0
Pass Types Corner Kicks Str,Highest,Kieran Trippier,8.0
Pass Types Corner Kicks Str,Lowest,Aaron Cresswell,0.0
Pass Types Corner Kicks Str,Lowest,Aaron Hickey,0.0
Pass Types Corner Kicks Str,Lowest,Aaron Ramsdale,0.0
Pass Types Outcomes Cmp,Highest,Rodri,3365.0
Pass Types Outcomes Cmp,Highest,Lewis Dunk,2977.0
Pass Types Outcomes Cmp,Highest,Pascal Groß,2774.0
Pass Types Outcomes Cmp,Lowest,Leon Chiwome,19.0
Pass Types Outcomes Cmp,Lowest,Neal Maupay,22.0
Pass Types Outcomes Cmp,Lowest,Alex Iwobi,27.0
Pass Types Outcomes Off,Highest,Bruno Fernandes,23.0
Pass Types Outcomes Off,Highest,Enzo Fernández,17.0
Pass Types Outcomes Off,Highest,Martin Ødegaard,16.0
Pass Types Outcomes Off,Lowest,Aaron Cresswell,0.0
Pass Types Outcomes Off,Lowest,Aaron Hickey,0.0
Pass Types Outcomes Off,Lowest,Aaron Ramsdale,0.0
Pass Types Outcomes Blocks,Highest,Tyrick Mitchell,70.0
Pass Types Outcomes Blocks,Highest,Antonee Robinson,68.0
Pass Types Outcomes Blocks,Highest,Pedro Porro,68.0
Pass Types Outcomes Blocks,Lowest,Alfie Gilchrist,0.0
Pass Types Outcomes Blocks,Lowest,Alphonse Areola,0.0
Pass Types Outcomes Blocks,Lowest,Arijanet Muric,0.0
Goal and Shot Creation SCA SCA,Highest,Martin Ødegaard,220.0
Goal and Shot Creation SCA SCA,Highest,Bruno Fernandes,210.0
Goal and Shot Creation SCA SCA,Highest,Bukayo Saka,188.0
Goal and Shot Creation SCA SCA,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation SCA SCA,Lowest,Angelo Ogbonna,0.0
Goal and Shot Creation SCA SCA,Lowest,David Ozoh,0.0
Goal and Shot Creation SCA SCA90,Highest,Manor Solomon,8.59
Goal and Shot Creation SCA SCA90,Highest,Alex Iwobi,7.77
Goal and Shot Creation SCA SCA90,Highest,Kevin De Bruyne,7.36
Goal and Shot Creation SCA SCA90,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation SCA SCA90,Lowest,Angelo Ogbonna,0.0
Goal and Shot Creation SCA SCA90,Lowest,David Ozoh,0.0
Goal and Shot Creation SCA Types PassLive,Highest,Martin Ødegaard,178.0
Goal and Shot Creation SCA Types PassLive,Highest,Bruno Fernandes,143.0
Goal and Shot Creation SCA Types PassLive,Highest,Bukayo Saka,137.0
Goal and Shot Creation SCA Types PassLive,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation SCA Types PassLive,Lowest,Angelo Ogbonna,0.0
Goal and Shot Creation SCA Types PassLive,Lowest,David Ozoh,0.0
Goal and Shot Creation SCA Types PassDead,Highest,Pascal Groß,54.0
Goal and Shot Creation SCA Types PassDead,Highest,James Ward-Prowse,51.0
Goal and Shot Creation SCA Types PassDead,Highest,Andreas Pereira,48.0
Goal and Shot Creation SCA Types PassDead,Lowest,Aaron Hickey,0.0
Goal and Shot Creation SCA Types PassDead,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation SCA Types PassDead,Lowest,Aaron Ramsey,0.0
Goal and Shot Creation SCA Types TO,Highest,Mohammed Kudus,25.0
Goal and Shot Creation SCA Types TO,Highest,Nicolas Jackson,18.0
Goal and Shot Creation SCA Types TO,Highest,Jeremy Doku,17.0
Goal and Shot Creation SCA Types TO,Lowest,Aaron Cresswell,0.0
Goal and Shot Creation SCA Types TO,Lowest,Aaron Hickey,0.0
Goal and Shot Creation SCA Types TO,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation SCA Types Sh,Highest,Mohamed Salah,21.0
Goal and Shot Creation SCA Types Sh,Highest,Ollie Watkins,18.0
Goal and Shot Creation SCA Types Sh,Highest,Luis Díaz,15.0
Goal and Shot Creation SCA Types Sh,Lowest,Aaron Cresswell,0.0
Goal and Shot Creation SCA Types Sh,Lowest,Aaron Hickey,0.0
Goal and Shot Creation SCA Types Sh,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation SCA Types Fld,Highest,Anthony Gordon,13.0
Goal and Shot Creation SCA Types Fld,Highest,Alejandro Garnacho,12.0
Goal and Shot Creation SCA Types Fld,Highest,Jordan Ayew,12.0
Goal and Shot Creation SCA Types Fld,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation SCA Types Fld,Lowest,Aaron Ramsey,0.0
Goal and Shot Creation SCA Types Fld,Lowest,Adam Webster,0.0
Goal and Shot Creation SCA Types Def,Highest,Bruno Guimarães,6.0
Goal and Shot Creation SCA Types Def,Highest,Conor Gallagher,6.0
Goal and Shot Creation SCA Types Def,Highest,Idrissa Gana Gueye,6.0
Goal and Shot Creation SCA Types Def,Lowest,Aaron Cresswell,0.0
Goal and Shot Creation SCA Types Def,Lowest,Aaron Hickey,0.0
Goal and Shot Creation SCA Types Def,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation GCA GCA,Highest,Anthony Gordon,29.0
Goal and Shot Creation GCA GCA,Highest,Cole Palmer,26.0
Goal and Shot Creation GCA GCA,Highest,Ollie Watkins,26.0
Goal and Shot Creation GCA GCA,Lowest,Aaron Hickey,0.0
Goal and Shot Creation GCA GCA,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation GCA GCA,Lowest,Aaron Ramsey,0.0
Goal and Shot Creation GCA GCA90,Highest,Oscar Bobb,1.79
Goal and Shot Creation GCA GCA90,Highest,Ivan Perišić,1.75
Goal and Shot Creation GCA GCA90,Highest,Carney Chukwuemeka,1.59
Goal and Shot Creation GCA GCA90,Lowest,Aaron Hickey,0.0
Goal and Shot Creation GCA GCA90,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation GCA GCA90,Lowest,Aaron Ramsey,0.0
Goal and Shot Creation GCA Types PassLive,Highest,Cole Palmer,20.0
Goal and Shot Creation GCA Types PassLive,Highest,Martin Ødegaard,18.0
Goal and Shot Creation GCA Types PassLive,Highest,Rodri,17.0
Goal and Shot Creation GCA Types PassLive,Lowest,Aaron Hickey,0.0
Goal and Shot Creation GCA Types PassLive,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation GCA Types PassLive,Lowest,Aaron Ramsey,0.0
Goal and Shot Creation GCA Types PassDead,Highest,James Ward-Prowse,7.0
Goal and Shot Creation GCA Types PassDead,Highest,Alfie Doughty,5.0
Goal and Shot Creation GCA Types PassDead,Highest,Conor Gallagher,5.0
Goal and Shot Creation GCA Types PassDead,Lowest,Aaron Cresswell,0.0
Goal and Shot Creation GCA Types PassDead,Lowest,Aaron Hickey,0.0
Goal and Shot Creation GCA Types PassDead,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation GCA Types TO,Highest,Anthony Gordon,5.0
Goal and Shot Creation GCA Types TO,Highest,Bruno Guimarães,4.0
Goal and Shot Creation GCA Types TO,Highest,Diogo Jota,4.0
Goal and Shot Creation GCA Types TO,Lowest,Aaron Cresswell,0.0
Goal and Shot Creation GCA Types TO,Lowest,Aaron Hickey,0.0
Goal and Shot Creation GCA Types TO,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation GCA Types Sh,Highest,Ollie Watkins,7.0
Goal and Shot Creation GCA Types Sh,Highest,Anthony Gordon,4.0
Goal and Shot Creation GCA Types Sh,Highest,Carlton Morris,3.0
Goal and Shot Creation GCA Types Sh,Lowest,Aaron Cresswell,0.0
Goal and Shot Creation GCA Types Sh,Lowest,Aaron Hickey,0.0
Goal and Shot Creation GCA Types Sh,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation GCA Types Fld,Highest,Anthony Gordon,5.0
Goal and Shot Creation GCA Types Fld,Highest,Chiedozie Ogbene,4.0
Goal and Shot Creation GCA Types Fld,Highest,Eddie Nketiah,3.0
Goal and Shot Creation GCA Types Fld,Lowest,Aaron Cresswell,0.0
Goal and Shot Creation GCA Types Fld,Lowest,Aaron Hickey,0.0
Goal and Shot Creation GCA Types Fld,Lowest,Aaron Ramsdale,0.0
Goal and Shot Creation GCA Types Def,Highest,Antony,2.0
Goal and Shot Creation GCA Types Def,Highest,Cole Palmer,2.0
Goal and Shot Creation GCA Types Def,Highest,James Garner,2.0
Goal and Shot Creation GCA Types Def,Lowest,Aaron Cresswell,0.0
Goal and Shot Creation GCA Types Def,Lowest,Aaron Hickey,0.0
Goal and Shot Creation GCA Types Def,Lowest,Aaron Ramsdale,0.0
Defensive Actions Tackles Tkl,Highest,João Palhinha,152.0
Defensive Actions Tackles Tkl,Highest,João Gomes,128.0
Defensive Actions Tackles Tkl,Highest,Vinicius Souza,125.0
Defensive Actions Tackles Tkl,Lowest,Aaron Ramsdale,0.0
Defensive Actions Tackles Tkl,Lowest,Alisson,0.0
Defensive Actions Tackles Tkl,Lowest,Bernd Leno,0.0
Defensive Actions Tackles TklW,Highest,Vinicius Souza,76.0
Defensive Actions Tackles TklW,Highest,João Palhinha,75.0
Defensive Actions Tackles TklW,Highest,João Gomes,74.0
Defensive Actions Tackles TklW,Lowest,Aaron Ramsdale,0.0
Defensive Actions Tackles TklW,Lowest,Alex Iwobi,0.0
Defensive Actions Tackles TklW,Lowest,Alexander Isak,0.0
Defensive Actions Tackles Def 3rd,Highest,João Palhinha,80.0
Defensive Actions Tackles Def 3rd,Highest,Tyrick Mitchell,75.0
Defensive Actions Tackles Def 3rd,Highest,João Gomes,67.0
Defensive Actions Tackles Def 3rd,Lowest,Aaron Ramsdale,0.0
Defensive Actions Tackles Def 3rd,Lowest,Alisson,0.0
Defensive Actions Tackles Def 3rd,Lowest,Armando Broja,0.0
Defensive Actions Tackles Mid 3rd,Highest,João Palhinha,60.0
Defensive Actions Tackles Mid 3rd,Highest,Vinicius Souza,51.0
Defensive Actions Tackles Mid 3rd,Highest,Alexis Mac Allister,50.0
Defensive Actions Tackles Mid 3rd,Lowest,Aaron Ramsdale,0.0
Defensive Actions Tackles Mid 3rd,Lowest,Alex Iwobi,0.0
Defensive Actions Tackles Mid 3rd,Lowest,Alfie Gilchrist,0.0
Defensive Actions Tackles Att 3rd,Highest,Dejan Kulusevski,23.0
Defensive Actions Tackles Att 3rd,Highest,Bukayo Saka,20.0
Defensive Actions Tackles Att 3rd,Highest,Conor Gallagher,17.0
Defensive Actions Tackles Att 3rd,Lowest,Aaron Ramsdale,0.0
Defensive Actions Tackles Att 3rd,Lowest,Adam Lallana,0.0
Defensive Actions Tackles Att 3rd,Lowest,Alfie Gilchrist,0.0
Defensive Actions Challenges Tkl,Highest,João Palhinha,103.0
Defensive Actions Challenges Tkl,Highest,Pedro Porro,62.0
Defensive Actions Challenges Tkl,Highest,Alexis Mac Allister,59.0
Defensive Actions Challenges Tkl,Lowest,Aaron Ramsdale,0.0
Defensive Actions Challenges Tkl,Lowest,Adam Lallana,0.0
Defensive Actions Challenges Tkl,Lowest,Alisson,0.0
Defensive Actions Challenges Att,Highest,João Palhinha,152.0
Defensive Actions Challenges Att,Highest,Alexis Mac Allister,125.0
Defensive Actions Challenges Att,Highest,Pedro Porro,120.0
Defensive Actions Challenges Att,Lowest,Aaron Ramsdale,0.0
Defensive Actions Challenges Att,Lowest,Benson Manuel,0.0
Defensive Actions Challenges Att,Lowest,Bernd Leno,0.0
Defensive Actions Challenges Tkl%,Highest,Aaron Hickey,100.0
Defensive Actions Challenges Tkl%,Highest,André Onana,100.0
Defensive Actions Challenges Tkl%,Highest,Anthony Martial,100.0
Defensive Actions Challenges Tkl%,Lowest,Aaron Ramsdale,0.0
Defensive Actions Challenges Tkl%,Lowest,Adam Lallana,0.0
Defensive Actions Challenges Tkl%,Lowest,Alisson,0.0
Defensive Actions Challenges Lost,Highest,Mathias Jensen,69.0
Defensive Actions Challenges Lost,Highest,Alexis Mac Allister,66.0
Defensive Actions Challenges Lost,Highest,Trent Alexander-Arnold,60.0
Defensive Actions Challenges Lost,Lowest,Aaron Hickey,0.0
Defensive Actions Challenges Lost,Lowest,Aaron Ramsdale,0.0
Defensive Actions Challenges Lost,Lowest,André Onana,0.0
Defensive Actions Blocks Blocks,Highest,James Tarkowski,82.0
Defensive Actions Blocks Blocks,Highest,Casemiro,74.0
Defensive Actions Blocks Blocks,Highest,Alexis Mac Allister,65.0
Defensive Actions Blocks Blocks,Lowest,Aaron Ramsdale,0.0
Defensive Actions Blocks Blocks,Lowest,Alisson,0.0
Defensive Actions Blocks Blocks,Lowest,Alphonse Areola,0.0
Defensive Actions Blocks Sh,Highest,James Tarkowski,56.0
Defensive Actions Blocks Sh,Highest,Craig Dawson,39.0
Defensive Actions Blocks Sh,Highest,Fabian Schär,38.0
Defensive Actions Blocks Sh,Lowest,Aaron Ramsdale,0.0
Defensive Actions Blocks Sh,Lowest,Adama Traoré,0.0
Defensive Actions Blocks Sh,Lowest,Alex Iwobi,0.0
Defensive Actions Blocks Pass,Highest,Alexis Mac Allister,57.0
Defensive Actions Blocks Pass,Highest,Tyrick Mitchell,53.0
Defensive Actions Blocks Pass,Highest,Antonee Robinson,48.0
Defensive Actions Blocks Pass,Lowest,Aaron Ramsdale,0.0
Defensive Actions Blocks Pass,Lowest,Alisson,0.0
Defensive Actions Blocks Pass,Lowest,Alphonse Areola,0.0
Int,Highest,Antonee Robinson,80.0
Int,Highest,Lewis Cook,65.0
Int,Highest,Teden Mengi,57.0
Int,Lowest,Aaron Ramsdale,0.0
Int,Lowest,Alisson,0.0
Int,Lowest,Anass Zaroury,0.0
Tkl+Int,Highest,João Palhinha,198.0
Tkl+Int,Highest,Antonee Robinson,173.0
Tkl+Int,Highest,Vinicius Souza,157.0
Tkl+Int,Lowest,Aaron Ramsdale,0.0
Tkl+Int,Lowest,Alisson,0.0
Tkl+Int,Lowest,Bernd Leno,0.0
Clr,Highest,Joachim Andersen,207.0
Clr,Highest,James Tarkowski,191.0
Clr,Highest,Murillo,188.0
Clr,Lowest,Alex Iwobi,0.0
Clr,Lowest,Arnaut Danjuma,0.0
Clr,Lowest,Benson Manuel,0.0
Err,Highest,Wes Foderingham,6.0
Err,Highest,David Raya,5.0
Err,Highest,Destiny Udogie,5.0
Err,Lowest,Aaron Cresswell,0.0
Err,Lowest,Aaron Hickey,0.0
Err,Lowest,Aaron Ramsey,0.0
Possession Touches Touches,Highest,Rodri,3988.0
Possession Touches Touches,Highest,Pascal Groß,3534.0
Possession Touches Touches,Highest,Lewis Dunk,3481.0
Possession Touches Touches,Lowest,Leon Chiwome,39.0
Possession Touches Touches,Lowest,Neal Maupay,40.0
Possession Touches Touches,Lowest,John Fleck,49.0
Possession Touches Def Pen,Highest,Bernd Leno,1275.0
Possession Touches Def Pen,Highest,Mark Flekken,1268.0
Possession Touches Def Pen,Highest,Guglielmo Vicario,1252.0
Possession Touches Def Pen,Lowest,Alex Iwobi,0.0
Possession Touches Def Pen,Lowest,Benson Manuel,0.0
Possession Touches Def Pen,Lowest,Kieffer Moore,0.0
Possession Touches Def 3rd,Highest,Lewis Dunk,1811.0
Possession Touches Def 3rd,Highest,Guglielmo Vicario,1664.0
Possession Touches Def 3rd,Highest,Bernd Leno,1645.0
Possession Touches Def 3rd,Lowest,Neal Maupay,1.0
Possession Touches Def 3rd,Lowest,Kieffer Moore,2.0
Possession Touches Def 3rd,Lowest,Alex Iwobi,5.0
Possession Touches Mid 3rd,Highest,Rodri,2337.0
Possession Touches Mid 3rd,Highest,Virgil van Dijk,1757.0
Possession Touches Mid 3rd,Highest,William Saliba,1720.0
Possession Touches Mid 3rd,Lowest,Dean Henderson,0.0
Possession Touches Mid 3rd,Lowest,Ionuț Radu,0.0
Possession Touches Mid 3rd,Lowest,Mark Travers,0.0
Possession Touches Att 3rd,Highest,Bukayo Saka,1310.0
Possession Touches Att 3rd,Highest,Phil Foden,1211.0
Possession Touches Att 3rd,Highest,Martin Ødegaard,1173.0
Possession Touches Att 3rd,Lowest,Aaron Ramsdale,0.0
Possession Touches Att 3rd,Lowest,Alisson,0.0
Possession Touches Att 3rd,Lowest,Alphonse Areola,0.0
Possession Touches Att Pen,Highest,Bukayo Saka,271.0
Possession Touches Att Pen,Highest,Alejandro Garnacho,248.0
Possession Touches Att Pen,Highest,Mohamed Salah,241.0
Possession Touches Att Pen,Lowest,Aaron Ramsdale,0.0
Possession Touches Att Pen,Lowest,Alisson,0.0
Possession Touches Att Pen,Lowest,Alphonse Areola,0.0
Possession Touches Live,Highest,Rodri,3988.0
Possession Touches Live,Highest,Pascal Groß,3533.0
Possession Touches Live,Highest,Lewis Dunk,3481.0
Possession Touches Live,Lowest,Leon Chiwome,39.0
Possession Touches Live,Lowest,Neal Maupay,40.0
Possession Touches Live,Lowest,John Fleck,49.0
Possession Take-Ons Att,Highest,Mohammed Kudus,221.0
Possession Take-Ons Att,Highest,Jeremy Doku,169.0
Possession Take-Ons Att,Highest,Eberechi Eze,140.0
Possession Take-Ons Att,Lowest,Aaron Ramsdale,0.0
Possession Take-Ons Att,Lowest,Alisson,0.0
Possession Take-Ons Att,Lowest,Andrew Omobamidele,0.0
Possession Take-Ons Succ,Highest,Mohammed Kudus,124.0
Possession Take-Ons Succ,Highest,Jeremy Doku,87.0
Possession Take-Ons Succ,Highest,Bruno Guimarães,72.0
Possession Take-Ons Succ,Lowest,Aaron Cresswell,0.0
Possession Take-Ons Succ,Lowest,Aaron Ramsdale,0.0
Possession Take-Ons Succ,Lowest,Adam Webster,0.0
Possession Take-Ons Succ%,Highest,Alfie Gilchrist,100.0
Possession Take-Ons Succ%,Highest,Alphonse Areola,100.0
Possession Take-Ons Succ%,Highest,André Onana,100.0
Possession Take-Ons Succ%,Lowest,Aaron Cresswell,0.0
Possession Take-Ons Succ%,Lowest,Aaron Ramsdale,0.0
Possession Take-Ons Succ%,Lowest,Adam Webster,0.0
Possession Take-Ons Tkld,Highest,Mohammed Kudus,77.0
Possession Take-Ons Tkld,Highest,Raheem Sterling,70.0
Possession Take-Ons Tkld,Highest,Dejan Kulusevski,66.0
Possession Take-Ons Tkld,Lowest,Aaron Ramsdale,0.0
Possession Take-Ons Tkld,Lowest,Alfie Gilchrist,0.0
Possession Take-Ons Tkld,Lowest,Alisson,0.0
Possession Take-Ons Tkld%,Highest,Aaron Cresswell,100.0
Possession Take-Ons Tkld%,Highest,Adam Webster,100.0
Possession Take-Ons Tkld%,Highest,Connor Roberts,100.0
Possession Take-Ons Tkld%,Lowest,Aaron Ramsdale,0.0
Possession Take-Ons Tkld%,Lowest,Alfie Gilchrist,0.0
Possession Take-Ons Tkld%,Lowest,Alisson,0.0
Possession Carries Carries,Highest,Rodri,2513.0
Possession Carries Carries,Highest,Lewis Dunk,2417.0
Possession Carries Carries,Highest,Pascal Groß,2284.0
Possession Carries Carries,Lowest,Leon Chiwome,16.0
Possession Carries Carries,Lowest,John Fleck,19.0
Possession Carries Carries,Lowest,Neal Maupay,20.0
Possession Carries TotDist,Highest,Rodri,11575.0
Possession Carries TotDist,Highest,Rúben Dias,10862.0
Possession Carries TotDist,Highest,Lewis Dunk,10752.0
Possession Carries TotDist,Lowest,John Fleck,81.0
Possession Carries TotDist,Lowest,Leon Chiwome,86.0
Possession Carries TotDist,Lowest,Nathan Fraser,88.0
Possession Carries PrgDist,Highest,Rúben Dias,6693.0
Possession Carries PrgDist,Highest,Rodri,6408.0
Possession Carries PrgDist,Highest,Jan Paul van Hecke,6274.0
Possession Carries PrgDist,Lowest,Nathan Fraser,22.0
Possession Carries PrgDist,Lowest,Leander Dendoncker,27.0
Possession Carries PrgDist,Lowest,Luke Berry,30.0
Possession Carries PrgC,Highest,Jeremy Doku,218.0
Possession Carries PrgC,Highest,Alejandro Garnacho,178.0
Possession Carries PrgC,Highest,Bukayo Saka,155.0
Possession Carries PrgC,Lowest,Aaron Ramsdale,0.0
Possession Carries PrgC,Lowest,Alisson,0.0
Possession Carries PrgC,Lowest,Alphonse Areola,0.0
Possession Carries 1/3,Highest,Rodri,88.0
Possession Carries 1/3,Highest,Alejandro Garnacho,83.0
Possession Carries 1/3,Highest,Martin Ødegaard,83.0
Possession Carries 1/3,Lowest,Aaron Ramsdale,0.0
Possession Carries 1/3,Lowest,Alisson,0.0
Possession Carries 1/3,Lowest,Andrew Omobamidele,0.0
Possession Carries CPA,Highest,Jeremy Doku,147.0
Possession Carries CPA,Highest,Alejandro Garnacho,102.0
Possession Carries CPA,Highest,Dejan Kulusevski,82.0
Possession Carries CPA,Lowest,Aaron Cresswell,0.0
Possession Carries CPA,Lowest,Aaron Ramsdale,0.0
Possession Carries CPA,Lowest,Adam Webster,0.0
Possession Carries Mis,Highest,Dominic Solanke,136.0
Possession Carries Mis,Highest,Jean-Philippe Mateta,89.0
Possession Carries Mis,Highest,Nicolas Jackson,87.0
Possession Carries Mis,Lowest,Aaron Cresswell,0.0
Possession Carries Mis,Lowest,Alphonse Areola,0.0
Possession Carries Mis,Lowest,Angelo Ogbonna,0.0
Possession Carries Dis,Highest,Mohammed Kudus,93.0
Possession Carries Dis,Highest,Dominic Solanke,81.0
Possession Carries Dis,Highest,Lucas Paquetá,81.0
Possession Carries Dis,Lowest,Aaron Ramsdale,0.0
Possession Carries Dis,Lowest,Alisson,0.0
Possession Carries Dis,Lowest,Alphonse Areola,0.0
Possession Receiving Rec,Highest,Rodri,3242.0
Possession Receiving Rec,Highest,Pascal Groß,2736.0
Possession Receiving Rec,Highest,Lewis Dunk,2681.0
Possession Receiving Rec,Lowest,Leon Chiwome,18.0
Possession Receiving Rec,Lowest,John Fleck,27.0
Possession Receiving Rec,Lowest,Neal Maupay,28.0
Possession Receiving PrgR,Highest,Bukayo Saka,508.0
Possession Receiving PrgR,Highest,Dejan Kulusevski,388.0
Possession Receiving PrgR,Highest,Gabriel Martinelli,345.0
Possession Receiving PrgR,Lowest,Aaron Ramsdale,0.0
Possession Receiving PrgR,Lowest,Alisson,0.0
Possession Receiving PrgR,Lowest,Alphonse Areola,0.0
Playing Time Starts Starts,Highest,André Onana,38.0
Playing Time Starts Starts,Highest,Bernd Leno,38.0
Playing Time Starts Starts,Highest,Guglielmo Vicario,38.0
Playing Time Starts Starts,Lowest,David Ozoh,0.0
Playing Time Starts Starts,Lowest,Ivan Perišić,0.0
Playing Time Starts Starts,Lowest,Jesurun Rak Sakyi,0.0
Playing Time Starts Mn/Start,Highest,Aaron Ramsdale,90.0
Playing Time Starts Mn/Start,Highest,Alisson,90.0
Playing Time Starts Mn/Start,Highest,Andrew Omobamidele,90.0
Playing Time Starts Mn/Start,Lowest,David Ozoh,0.0
Playing Time Starts Mn/Start,Lowest,Ivan Perišić,0.0
Playing Time Starts Mn/Start,Lowest,Jesurun Rak Sakyi,0.0
Playing Time Starts Compl,Highest,André Onana,38.0
Playing Time Starts Compl,Highest,Bernd Leno,38.0
Playing Time Starts Compl,Highest,Guglielmo Vicario,38.0
Playing Time Starts Compl,Lowest,Aaron Ramsey,0.0
Playing Time Starts Compl,Lowest,Adam Lallana,0.0
Playing Time Starts Compl,Lowest,Adama Traoré,0.0
Playing Time Subs Subs,Highest,Pierre Højbjerg,28.0
Playing Time Subs Subs,Highest,Harvey Elliott,23.0
Playing Time Subs Subs,Highest,Cauley Woodrow,22.0
Playing Time Subs Subs,Lowest,Aaron Hickey,0.0
Playing Time Subs Subs,Lowest,Aaron Ramsdale,0.0
Playing Time Subs Subs,Lowest,Abdoulaye Doucouré,0.0
Playing Time Subs Mn/Sub,Highest,Anthony Gordon,79.0
Playing Time Subs Mn/Sub,Highest,Adam Wharton,63.0
Playing Time Subs Mn/Sub,Highest,Daniel Bentley,57.0
Playing Time Subs Mn/Sub,Lowest,Aaron Hickey,0.0
Playing Time Subs Mn/Sub,Lowest,Aaron Ramsdale,0.0
Playing Time Subs Mn/Sub,Lowest,Abdoulaye Doucouré,0.0
Playing Time Subs unSub,Highest,Daniel Bentley,33.0
